Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2013-10-07,122.49,124.49,120.11,123.5,11885.13460018,1461029.4201303,122.92914378169
2013-10-06,121.25,122.49,121.13,122.49,3926.3413189,478718.00198855,121.92470371442
2013-10-05,121.94,122.29,121.11,121.2,2942.63601131,357487.43245939,121.48544063397
2013-10-04,117.62,122.98,116.48,121.94,13194.57595434,1592026.8588155,120.65767511777
2013-10-03,103.85,118.79,102.0,117.63,26112.7638711,2880250.9926609,110.30050311329
2013-10-02,127.31,127.8,85.0,103.85,60639.38898698,6648985.9944852,109.64797148456
2013-10-01,126.25,127.93,125.54,127.33,7513.8349608,955656.53359307,127.18625556441
2013-09-30,127.0,127.53,122.77,126.25,11530.52471883,1452542.554163,125.97367332216
2013-09-29,126.5,128.8,126.08,127.01,6745.39450444,859516.02421966,127.42264720824
2013-09-28,126.95,127.0,124.01,126.54,6320.25836432,797901.75836857,126.24511726815
2013-09-27,124.85,126.96,124.35,126.95,12117.32341602,1525024.164118,125.85487006989
2013-09-26,123.32,124.9,123.0,124.84,7784.84320927,966665.00119661,124.17270010596
2013-09-25,123.75,125.0,123.23,123.25,8053.18440092,1001020.1755026,124.30116158624
2013-09-24,122.81,124.01,121.77,123.86,10183.16714023,1251562.3131004,122.90501529293
2013-09-23,123.27,123.99,121.54,122.63,7736.9339578,952118.14936878,123.0614290573
2013-09-22,123.38,123.5,122.35,123.27,2882.09130233,354432.28422933,122.97746568361
2013-09-21,122.92,124.1,121.7,123.39,4154.19202354,511630.16920815,123.15997101457
2013-09-20,124.17,126.02,121.16,122.91,10505.08009305,1300731.8923981,123.81932178305
2013-09-19,127.0,127.95,123.02,124.18,10236.24813846,1284383.5408303,125.47405293983
2013-09-18,126.92,128.0,124.2,127.0,13495.71105357,1717516.5105696,127.26387692742
2013-09-17,126.28,127.69,125.47,126.92,8852.61357182,1122508.3983837,126.79966083202
2013-09-16,125.36,126.71,124.03,126.27,7602.34785199,956623.38175292,125.83262439149
2013-09-15,124.49,126.25,123.0,125.36,5360.8824298,668057.12407936,124.617007149
2013-09-14,127.71,128.0,123.05,124.49,8711.86383564,1091621.4498221,125.30285945888
2013-09-13,126.38,128.79,125.05,127.71,9309.9491962,1188163.7356183,127.62300959744
2013-09-12,127.54,128.5,123.1,126.38,13856.21063312,1758477.1381161,126.9089496888
2013-09-11,122.08,127.72,118.0,127.55,18550.2138604,2279418.6633635,122.87829566372
2013-09-10,121.68,124.26,120.8,122.07,11319.88974811,1390108.0933117,122.80226435454
2013-09-09,118.37,124.13,115.0,121.68,21345.72633658,2549732.4591301,119.4493182816
2013-09-08,119.91,120.94,116.0,118.34,5458.68589096,646449.31520001,118.42581311934
2013-09-07,116.56,122.16,115.5,119.93,9676.9974976,1149614.7287171,118.79870063026
2013-09-06,122.0,124.54,115.21,117.67,19391.20825469,2335197.8572613,120.42559837376
2013-09-05,121.65,127.5,116.07,122.5,19236.83229587,2346207.0505597,121.96431379523
2013-09-04,129.2,129.94,115.21,122.81,18821.05012844,2340303.3251842,124.34499186886
2013-09-03,129.4,131.0,127.0,129.18,11994.57661966,1552522.5221288,129.43537494972
2013-09-02,130.65,132.0,128.52,130.15,8939.39980324,1167225.4400553,130.57089578119
2013-09-01,127.9,132.09,126.79,130.66,8021.56323583,1043482.2894097,130.0846554134
2013-08-31,124.86,134.95,124.8,128.0,19981.34364226,2581915.0442246,129.21628747548
2013-08-30,118.91,126.14,118.04,124.86,17374.35799114,2133543.0041255,122.79837938262
2013-08-29,117.91,120.0,117.0,118.5,9789.33885357,1161548.0387189,118.65439087292
2013-08-28,117.74,119.63,117.04,117.91,10195.73119445,1208109.8047164,118.49172773151
2013-08-27,111.85,118.93,111.76,117.75,18924.73961221,2210936.6200901,116.82784891073
2013-08-26,113.12,113.3,110.27,111.9,10842.80342417,1215561.2636461,112.10765482813
2013-08-25,109.15,113.28,109.15,113.12,9343.16273408,1042214.4187604,111.54835342413
2013-08-24,107.91,110.33,106.64,109.15,4332.68697991,470201.79307374,108.52429341284
2013-08-23,109.12,109.9,104.2,107.65,9469.67629666,1020971.5010125,107.81482587452
2013-08-22,111.52,113.02,107.98,109.12,12231.93171666,1361634.1652687,111.31799921791
2013-08-21,104.87,114.0,104.56,110.43,23925.71807899,2587111.5103812,108.13098699232
2013-08-20,102.85,104.88,100.38,104.87,11512.55473348,1193373.7138107,103.65846169141
2013-08-19,99.32,105.16,99.0,102.85,20223.50852434,2065412.2671283,102.12927517708
2013-08-18,99.71,99.99,98.41,99.3,2757.60749158,273310.67883906,99.111523185797
2013-08-17,98.26,99.82,97.48,99.71,5533.56584068,546813.60088705,98.817582844528
2013-08-16,98.09,99.0,96.5,98.25,9306.11308233,911378.00971086,97.933261894415
2013-08-15,99.19,100.01,96.68,98.08,9533.32415037,940033.72341411,98.605031003549
2013-08-14,97.75,101.0,97.03,99.19,17997.71861974,1783880.8255155,99.117052733502
2013-08-13,95.37,98.19,94.24,98.15,12840.28503739,1239041.4711084,96.496414799232
2013-08-12,94.0,96.18,93.31,95.35,7203.7336517,679474.99307446,94.322614622781
2013-08-11,93.51,94.58,93.12,94.09,1863.55256347,174827.36163583,93.814022240564
2013-08-10,92.72,94.25,92.14,93.51,3115.45505946,290393.26597328,93.210545628482
2013-08-09,94.26,95.75,90.0,92.27,12311.24302657,1143557.3009585,92.88723311614
2013-08-08,97.09,97.14,91.11,94.27,14017.03265768,1325286.0897907,94.548262970951
2013-08-07,97.7,98.32,95.5,97.09,7127.85555164,693217.2299707,97.254668665557
